"","country","sub_region","cancer_site","sex","measure_type","age","p","life_exp_loss_years"
"2882","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",65,0.86943367,19.321878
"2883","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",66,0.87312943,18.645729
"2884","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",67,0.87648827,17.987076
"2885","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",68,0.87942497,17.270098
"2886","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",69,0.88200905,16.544449
"2887","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",70,0.88429024,15.844443
"2888","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",71,0.88633125,15.15868
"2889","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",72,0.88799805,14.454648
"2890","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",73,0.88940666,13.742912
"2891","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",74,0.8905822,13.055478
"2892","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",75,0.89154282,12.371655
"2893","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",76,0.89230896,11.721163
"2894","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",77,0.89293633,11.087733
"2895","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",78,0.89296051,10.354278
"2896","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",79,0.89319778,9.7542973
"2897","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",80,0.89335503,9.1661291
"2898","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",81,0.89321701,8.5595512
"2899","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",82,0.89285439,7.9560428
"2900","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",83,0.89223221,7.3380342
"2901","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",84,0.89185669,6.7830815
"2902","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",85,0.89178749,6.3287764
"2903","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",86,0.89171776,5.9004989
"2904","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",87,0.89109482,5.4046211
"2905","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",88,0.89041153,4.9428253
"2906","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",89,0.890476,4.5732832
"2907","Australia","Victoria","Pancreas (C25)","Females","Proportion of life lost",90,0.8904628,4.2181487
"2908","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",40,0.69379593,29.264618
"2909","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",41,0.7063018,29.128336
"2910","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",42,0.71822281,28.939344
"2911","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",43,0.72953865,28.724785
"2912","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",44,0.74022644,28.449512
"2913","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",45,0.7502784,28.129175
"2914","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",46,0.75969391,27.776825
"2915","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",47,0.76845764,27.370384
"2916","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",48,0.776586,26.958181
"2917","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",49,0.7840464,26.483147
"2918","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",50,0.79087975,25.994795
"2919","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",51,0.79706627,25.473358
"2920","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",52,0.80262421,24.924854
"2921","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",53,0.80755684,24.340006
"2922","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",54,0.81186836,23.728451
"2923","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",55,0.81557739,23.118731
"2924","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",56,0.81866943,22.458916
"2925","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",57,0.82120743,21.828407
"2926","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",58,0.82312439,21.163799
"2927","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",59,0.8244416,20.488472
"2928","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",60,0.82513969,19.764545
"2929","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",61,0.82526352,19.060295
"2930","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",62,0.82479889,18.359667
"2931","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",63,0.82374741,17.655388
"2932","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",64,0.82203415,16.93346
"2933","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",65,0.81964584,16.195347
"2934","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",66,0.81668961,15.518769
"2935","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",67,0.81294426,14.762156
"2936","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",68,0.8086834,14.023561
"2937","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",69,0.80409111,13.312592
"2938","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",70,0.79930756,12.60733
"2939","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",71,0.79473938,11.970347
"2940","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",72,0.79017334,11.29709
"2941","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",73,0.78599648,10.634538
"2942","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",74,0.7825621,10.037789
"2943","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",75,0.77997841,9.4641066
"2944","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",76,0.77841148,8.9200382
"2945","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",77,0.77762505,8.3658867
"2946","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",78,0.77779076,7.823904
"2947","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",79,0.7790583,7.3669205
"2948","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",80,0.78109337,6.8995647
"2949","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",81,0.78352798,6.4417038
"2950","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",82,0.78646378,5.9713864
"2951","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",83,0.79106163,5.6420217
"2952","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",84,0.79570946,5.2618203
"2953","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",85,0.80110931,4.9390869
"2954","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",86,0.807342,4.6707559
"2955","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",87,0.81239166,4.317533
"2956","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",88,0.81790909,3.9870827
"2957","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",89,0.82377518,3.7018182
"2958","Australia","Victoria","Lung (C34)","Males","Proportion of life lost",90,0.8319194,3.5610325
"2959","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",40,0.6873217,31.292435
"2960","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",41,0.69917656,31.168516
"2961","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",42,0.71036827,30.977564
"2962","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",43,0.72089241,30.747734
"2963","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",44,0.73075012,30.477636
"2964","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",45,0.73992844,30.137424
"2965","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",46,0.74844604,29.759432
"2966","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",47,0.75632294,29.361666
"2967","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",48,0.76353203,28.902664
"2968","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",49,0.77011696,28.429688
"2969","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",50,0.77605278,27.895826
"2970","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",51,0.7814093,27.367575
"2971","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",52,0.78616089,26.775969
"2972","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",53,0.79034279,26.193829
"2973","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",54,0.79393684,25.56082
"2974","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",55,0.79700142,24.934704
"2975","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",56,0.79950554,24.282118
"2976","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",57,0.80148567,23.610279
"2977","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",58,0.80294754,22.940062
"2978","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",59,0.8038324,22.199139
"2979","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",60,0.80421761,21.477419
"2980","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",61,0.80411438,20.761366
"2981","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",62,0.80345184,19.991474
"2982","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",63,0.80230927,19.247492
"2983","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",64,0.80064629,18.480621
"2984","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",65,0.79859634,17.747623
"2985","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",66,0.79620712,17.003048
"2986","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",67,0.79362297,16.286535
"2987","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",68,0.79084808,15.53063
"2988","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",69,0.78804626,14.781925
"2989","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",70,0.78535728,14.071793
"2990","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",71,0.7829393,13.390396
"2991","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",72,0.78074165,12.70875
"2992","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",73,0.77899452,12.036849
"2993","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",74,0.77780373,11.402204
"2994","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",75,0.77727089,10.785939
"2995","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",76,0.77738121,10.211498
"2996","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",77,0.77818611,9.6628618
"2997","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",78,0.77910042,9.0340185
"2998","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",79,0.78100456,8.5290747
"2999","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",80,0.78352753,8.0392618
"3000","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",81,0.78635391,7.5355
"3001","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",82,0.78948196,7.0349121
"3002","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",83,0.7928434,6.5206256
"3003","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",84,0.7970031,6.0616655
"3004","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",85,0.80189377,5.690825
"3005","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",86,0.80710533,5.3406181
"3006","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",87,0.81195221,4.9246097
"3007","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",88,0.81696709,4.5351229
"3008","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",89,0.82312943,4.2274065
"3009","Australia","Victoria","Lung (C34)","Females","Proportion of life lost",90,0.82925468,3.9282041
"3010","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",40,0.39612133,18.034641
"3011","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",41,0.41242294,18.385357
"3012","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",42,0.4284737,18.684776
"3013","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",43,0.44419304,18.945864
"3014","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",44,0.45950459,19.164709
"3015","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",45,0.47431995,19.319141
"3016","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",46,0.48857658,19.4266
"3017","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",47,0.50221478,19.49678
"3018","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",48,0.51513371,19.499819
"3019","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",49,0.52730007,19.465843
"3020","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",50,0.5386227,19.361216
"3021","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",51,0.54910282,19.231422
"3022","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",52,0.55865788,19.027411
"3023","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",53,0.56726048,18.800354
"3024","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",54,0.57484383,18.507114
"3025","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",55,0.58144329,18.190828
"3026","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",56,0.58712448,17.831804
"3027","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",57,0.59205112,17.440725
"3028","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",58,0.59635315,17.037699
"3029","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",59,0.600103,16.572821
"3030","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",60,0.60350422,16.117172
"3031","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",61,0.60670334,15.664425
"3032","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",62,0.60976044,15.172049
"3033","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",63,0.61288475,14.703176
"3034","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",64,0.61614937,14.22204
"3035","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",65,0.61972664,13.772509
"3036","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",66,0.62368645,13.318859
"3037","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",67,0.62818497,12.891457
"3038","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",68,0.6332037,12.434818
"3039","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",69,0.63876995,11.981847
"3040","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",70,0.6448497,11.554221
"3041","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",71,0.65143265,11.141273
"3042","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",72,0.65825508,10.714939
"3043","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",73,0.66538597,10.281395
"3044","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",74,0.67272438,9.8617945
"3045","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",75,0.68021278,9.4390955
"3046","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",76,0.68772514,9.0337973
"3047","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",77,0.69530991,8.6337748
"3048","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",78,0.70214142,8.1416445
"3049","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",79,0.70932144,7.7462492
"3050","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",80,0.71637321,7.350235
"3051","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",81,0.722845,6.9269042
"3052","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",82,0.72868774,6.4931874
"3053","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",83,0.73386665,6.0355797
"3054","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",84,0.73926651,5.6225457
"3055","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",85,0.74470078,5.2849417
"3056","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",86,0.7496637,4.9605269
"3057","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",87,0.75328514,4.5687852
"3058","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",88,0.75639259,4.1988635
"3059","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",89,0.76076668,3.9071255
"3060","Australia","Victoria","Ovary (C48.1-2, C56, C57.0)","Females","Proportion of life lost",90,0.76448128,3.6213706
"3061","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",40,0.75787697,31.827547
"3062","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",41,0.74973305,30.786373
"3063","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",42,0.74209007,29.781752
"3064","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",43,0.7350164,28.815168
"3065","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",44,0.72857422,27.886705
"3066","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",45,0.72282104,26.99773
"3067","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",46,0.71780762,26.148737
"3068","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",47,0.71357841,25.338806
"3069","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",48,0.71017113,24.56687
"3070","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",49,0.70761711,23.83082
"3071","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",50,0.70594139,23.129234
"3072","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",51,0.70516243,22.460423
"3073","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",52,0.70529282,21.823648
"3074","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",53,0.7063369,21.217207
"3075","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",54,0.70829109,20.639122
"3076","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",55,0.71114304,20.087055
"3077","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",56,0.71487,19.55863
"3078","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",57,0.71943817,19.050076
"3079","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",58,0.72480194,18.558058
"3080","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",59,0.73090347,18.07999
"3081","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",60,0.73766983,17.612844
"3082","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",61,0.74495636,17.151825
"3083","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",62,0.75240356,16.687691
"3084","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",63,0.75964111,16.212692
"3085","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",64,0.76635681,15.72245
"3086","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",65,0.77229713,15.214959
"3087","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",66,0.77726494,14.688392
"3088","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",67,0.7811187,14.143375
"3089","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",68,0.7837587,13.580426
"3090","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",69,0.7851178,12.999396
"3091","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",70,0.78515533,12.401747
"3092","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",71,0.78384865,11.7906
"3093","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",72,0.78121941,11.170636
"3094","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",73,0.77741364,10.547439
"3095","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",74,0.77259476,9.9273272
"3096","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",75,0.76691032,9.3150978
"3097","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",76,0.76050034,8.7146597
"3098","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",77,0.75351563,8.1300898
"3099","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",78,0.74612625,7.5666194
"3100","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",79,0.73850395,7.0269747
"3101","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",80,0.73083267,6.5134974
"3102","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",81,0.7232917,6.0265441
"3103","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",82,0.716082,5.5678802
"3104","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",83,0.7094223,5.1409411
"3105","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",84,0.70352135,4.7477679
"3106","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",85,0.69855087,4.3874621
"3107","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",86,0.69466461,4.0585833
"3108","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",87,0.6919857,3.7596381
"3109","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",88,0.6905986,3.4883964
"3110","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",89,0.69055801,3.2428575
"3111","Australia","Western Australia","Oesophagus (C15)","Males","Proportion of life lost",90,0.69190346,3.0229003
"3112","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",40,0.75717705,34.740818
"3113","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",41,0.77054489,34.614002
"3114","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",42,0.78278976,34.413513
"3115","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",43,0.79388092,34.141586
"3116","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",44,0.80380272,33.800579
"3117","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",45,0.81255287,33.394382
"3118","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",46,0.82013931,32.927582
"3119","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",47,0.82657661,32.403648
"3120","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",48,0.831884,31.827141
"3121","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",49,0.83608147,31.201515
"3122","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",50,0.83918785,30.531137
"3123","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",51,0.84121719,29.819639
"3124","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",52,0.84217674,29.070595
"3125","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",53,0.84206398,28.285982
"3126","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",54,0.84086685,27.469294
"3127","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",55,0.8385601,26.623489
"3128","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",56,0.83510445,25.750278
"3129","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",57,0.83044479,24.850716
"3130","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",58,0.8245108,23.92506
"3131","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",59,0.81721848,22.975351
"3132","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",60,0.80846756,22.00173
"3133","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",61,0.79814781,21.007069
"3134","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",62,0.78613693,19.992422
"3135","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",63,0.77230675,18.958914
"3136","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",64,0.75659615,17.909397
"3137","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",65,0.73922813,16.853485
"3138","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",66,0.72054543,15.802603
"3139","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",67,0.70094383,14.767622
"3140","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",68,0.68087112,13.760944
"3141","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",69,0.66080849,12.793414
"3142","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",70,0.64125374,11.874422
"3143","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",71,0.62270557,11.011263
"3144","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",72,0.60565186,10.209971
"3145","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",73,0.59055969,9.474905
"3146","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",74,0.57787163,8.8090086
"3147","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",75,0.56800465,8.212821
"3148","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",76,0.56135078,7.6837626
"3149","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",77,0.55820358,7.2178802
"3150","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",78,0.5584885,6.8062739
"3151","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",79,0.56204956,6.4408441
"3152","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",80,0.56873669,6.1144061
"3153","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",81,0.5783987,5.8209219
"3154","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",82,0.59087311,5.5547791
"3155","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",83,0.60597351,5.3107967
"3156","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",84,0.62347317,5.0837331
"3157","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",85,0.6430912,4.8682065
"3158","Australia","Western Australia","Oesophagus (C15)","Females","Proportion of life lost",86,0.66449913,4.6602297
