name,type,value,date,color
Ethereum,$68.54 ETH,7206669917,2017-04-30,#3c3c3d
Dash,$68.26 DASH,411019134,2017-04-02,#008de4
Dash,$67.8 DASH,467186680,2017-04-09,#008de4
Omni,$66.58 OMNI,42309170,2014-03-16,#281c9b
Litecoin,$65.98 LTC,3815602461,2018-09-02,#7d7d7d
Litecoin,$65.8 LTC,3257755734,2017-09-10,#7d7d7d
NEO,$65.19 NEO,4252813500,2018-03-25,#00db1d
NEO,$64.76 NEO,4404211500,2018-05-13,#00db1d
Zcash,$64.57 ZEC,63812228,2017-04-02,#f2ca07
NEO,$64.33 NEO,4571534500,2018-04-15,#00db1d
Litecoin,$64.13 LTC,3495462090,2017-10-15,#7d7d7d
Zcash,$63.56 ZEC,57012533,2017-03-26,#f2ca07
Zcash,$63.53 ZEC,65783837,2017-04-09,#f2ca07
Zcash,$63.48 ZEC,62974801,2017-03-19,#f2ca07
Omni,$62.45 OMNI,38623710,2014-02-09,#281c9b
Litecoin,$62.31 LTC,3174662071,2017-11-12,#7d7d7d
Litecoin,$61.63 LTC,3578364984,2018-09-30,#7d7d7d
NEO,$61.18 NEO,4257597500,2018-03-18,#00db1d
Litecoin,$60.55 LTC,3585375264,2018-09-23,#7d7d7d
Qtum,$60.2 QTUM,4603333382,2017-12-31,#0099cc
NEO,$59.32 NEO,3880201000,2017-12-24,#00db1d
NEO,$59.23 NEO,4128007000,2018-05-20,#00db1d
Monero,$58.37 XMR,963569317,2018-11-25,#f56f00
Litecoin,$58.27 LTC,3038822573,2017-10-22,#7d7d7d
Litecoin,$58.22 LTC,3430379427,2018-08-12,#7d7d7d
Litecoin,$58.05 LTC,3326564888,2018-08-26,#7d7d7d
Litecoin,$57.93 LTC,3409620085,2018-10-07,#7d7d7d
Omni,$57.33 OMNI,39000538,2014-03-09,#281c9b
Litecoin,$57.22 LTC,3355770259,2018-08-19,#7d7d7d
Qtum,$56.71 QTUM,3956002636,2017-12-24,#0099cc
NEO,$56.65 NEO,3667020500,2018-06-03,#00db1d
Litecoin,$56.58 LTC,3322793504,2018-09-16,#7d7d7d
Monero,$55.79 XMR,818088979,2017-08-20,#f56f00
Litecoin,$55.14 LTC,2901076714,2017-10-01,#7d7d7d
Omni,$55.07 OMNI,38227244,2014-02-23,#281c9b
Litecoin,$55.03 LTC,2939687734,2017-11-05,#7d7d7d
