"date";"value";"type";"name";"color"
"2008-03-05";"40180206";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2008-06-11";"57517949";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2008-09-25";"67058591";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2008-11-30";"70092040";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2009-07-08";"76079853";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2009-12-19";"78714630";"1988basti";"Timbaland - Apologize (feat. One Republic)";"#f20014"
"2011-05-30";"173052464";"294tv";"An experiment";"#7800f1"
"2011-12-31";"217653682";"294tv";"An experiment";"#7800f1"
"2008-06-11";"73179866";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2008-09-25";"85179866";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2008-11-30";"99124854";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2009-05-29";"107662515";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2009-07-08";"108691683";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2009-10-10";"109536358";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2009-12-19";"111348547";"AbolishTheSenateOrg";"XXX PORN XXX";"#0c00f0"
"2012-11-17";"351589545";"Adele";"Adele - Rolling In The Deep";"#0097ef"
"2013-02-01";"372861595";"Adele";"Adele - Rolling In The Deep";"#0097ef"
"2014-09-01";"536753879";"Adele";"Adele - Rolling In The Deep";"#0097ef"
"2015-02-08";"604064271";"Adele";"Adele - Rolling In The Deep";"#0097ef"
"2016-04-30";"1469715147";"Adele";"Adele - Hello";"#0097ef"
"2016-11-02";"1760507094";"Adele";"Adele - Hello";"#0097ef"
"2017-03-05";"1898342517";"Adele";"Adele - Hello";"#0097ef"
"2017-07-14";"2005841459";"Adele";"Adele - Hello";"#0097ef"
"2017-09-21";"2062416410";"Adele";"Adele - Hello";"#0097ef"
"2017-12-12";"2153300834";"Adele";"Adele - Hello";"#0097ef"
"2019-01-09";"2457207884";"Adele";"Adele - Hello";"#0097ef"
"2005-12-20";"298724";"akicyra";"korean madness";"#00a581"
"2008-03-05";"39246063";"aliciakeys";"Alicia Keys - No One";"#a52c79"
"2008-06-11";"54940828";"aliciakeys";"Alicia Keys - No One";"#a52c79"
"2008-11-30";"70442210";"aliciakeys";"Alicia Keys - No One";"#a52c79"
"2009-07-08";"81216503";"aliciakeys";"Alicia Keys - No One";"#a52c79"
"2009-12-19";"84947482";"aliciakeys";"Alicia Keys - No One";"#a52c79"
"2007-03-23";"8079802";"alyankovic";"White & Nerdy";"#23bf00"
"2007-04-08";"8613132";"alyankovic";"White & Nerdy";"#23bf00"
"2006-04-14";"4181669";"angelstars07";"Panic! At The Disco -I Write Sins Not Tragedies";"#daea00"
"2006-07-07";"5596939";"angelstars07";"Panic! At The Disco -I Write Sins Not Tragedies";"#daea00"
"2006-08-21";"5771875";"angelstars07";"Panic! At The Disco - I Write Sins Not Tragedies";"#daea00"
"2006-11-21";"6335878";"angelstars07";"Panic! At The Disco - I Write Sins Not Tragedies";"#daea00"
"2007-01-05";"6606501";"angelstars07";"Panic! At The Disco - I Write Sins Not Tragedies";"#daea00"
"2006-02-18";"1317682";"Blackbird7";"Fights & Violences";"#ea8800"
"2007-01-05";"7110240";"BlackOleg";"Hahaha";"#ea1700"
"2007-03-23";"11799379";"BlackOleg";"Hahaha";"#ea1700"
"2007-04-08";"12653590";"BlackOleg";"Hahaha";"#ea1700"
"2007-11-08";"27005744";"BlackOleg";"Hahaha";"#ea1700"
"2007-12-31";"32389135";"BlackOleg";"Hahaha";"#ea1700"
"2008-03-05";"39611070";"BlackOleg";"Hahaha";"#ea1700"
"2008-06-11";"51475422";"BlackOleg";"Hahaha";"#ea1700"
"2008-11-30";"68356153";"BlackOleg";"Hahaha";"#ea1700"
"2009-05-29";"84096729";"BlackOleg";"Hahaha";"#ea1700"
"2009-07-08";"86885245";"BlackOleg";"Hahaha";"#ea1700"
"2009-10-10";"93251699";"BlackOleg";"Hahaha";"#ea1700"
"2009-12-19";"94984657";"BlackOleg";"Hahaha";"#ea1700"
"2010-05-22";"118490748";"BlackOleg";"Hahaha";"#ea1700"
"2010-08-03";"131286665";"BlackOleg";"Hahaha";"#ea1700"
"2010-10-29";"144065461";"BlackOleg";"Hahaha";"#ea1700"
"2011-05-30";"182465754";"BlackOleg";"Hahaha";"#ea1700"
"2006-02-18";"1081229";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2006-04-14";"4176184";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2006-07-07";"5827864";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2006-08-21";"6115044";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2006-11-21";"6604549";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2007-01-05";"6835586";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2007-03-23";"7706656";"BloodTempest";"Napoleon Dynamite Dance Scene";"#f20014"
"2009-07-08";"70495433";"BritainsSoTalented";"Susan Boyle - Singer - Britains Got Talent 2009";"#7800f1"
"2009-12-19";"77655560";"BritainsSoTalented";"Susan Boyle - Singer - Britains Got Talent 2009";"#7800f1"
"2008-06-11";"46686883";"BritneyTV";"Britney Spears - Piece of Me ";"#0c00f0"
"2008-11-30";"45960224";"BritneyTV";"Britney Spears - Gimme More";"#0c00f0"
"2012-11-17";"346426280";"Bruno Mars";"Bruno Mars - The Lazy Song";"#0097ef"
"2013-02-01";"365079288";"Bruno Mars";"Bruno Mars - The Lazy Song";"#0097ef"
"2015-02-08";"607333091";"Bruno Mars";"Bruno Mars - The Lazy Song";"#0097ef"
"2009-07-08";"66782695";"capitolfrance";"KATY PERRY Hot'n'cold";"#00a581"
"2009-12-19";"75480524";"capitolfrance";"KATY PERRY Hot'n'cold";"#00a581"
"2012-11-17";"336060651";"CarlyRaeJepsen";"Carly Rae Jepsen - Call Me Maybe";"#a52c79"
"2013-02-01";"394571157";"CarlyRaeJepsen";"Carly Rae Jepsen - Call Me Maybe";"#a52c79"
"2014-09-01";"585621596";"CarlyRaeJepsen";"Carly Rae Jepsen - Call Me Maybe";"#a52c79"
"2015-02-08";"642290950";"CarlyRaeJepsen";"Carly Rae Jepsen - Call Me Maybe";"#a52c79"
"2007-11-08";"26404630";"chai0322";"xxx";"#23bf00"
"2007-12-31";"32084982";"chai0322";"xxx";"#23bf00"
"2008-03-05";"39419848";"chai0322";"xxx";"#23bf00"
"2006-04-14";"3922537";"CheapCanDrinker";"DHT ft Edmee - Listen To Your Heart";"#daea00"
"2006-07-07";"4745916";"CheapCanDrinker";"DHT ft Edmee - Listen To Your Heart";"#daea00"
"2006-08-21";"4865849";"CheapCanDrinker";"DHT ft Edmee - Listen To Your Heart";"#daea00"
"2006-11-21";"8242637";"ChipotleMurrin";"Southern Methodist University - The Wall";"#ea8800"
"2006-11-21";"8283928";"ChipotleMurrin";"University of Nebraska, Lincoln - Dady";"#ea1700"
"2008-06-11";"46791424";"ChrisBrownTV";"Chris Brown - Kiss Kiss ft. T-Pain ";"#f20014"
"2008-06-11";"48526157";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2008-09-25";"68284371";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2008-11-30";"60969410";"ChrisBrownTV";"Chris Brown - Kiss Kiss ft. T-Pain ";"#f20014"
"2008-11-30";"78797436";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2009-05-29";"92982179";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2009-07-08";"68199747";"ChrisBrownTV";"Chris Brown - Kiss Kiss ft. T-Pain ";"#f20014"
"2009-07-08";"94619446";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2009-10-10";"98864427";"ChrisBrownTV";"Chris Brown - With You";"#f20014"
"2009-12-19";"70754419";"ChrisBrownTV";"Chris Brown - Kiss Kiss ft. T-Pain ";"#f20014"
"2006-11-21";"12773531";"ChrisInScotland";"Quick Change Artists on America's Got Talent";"#7800f1"
"2007-01-05";"14195325";"ChrisInScotland";"Quick Change Artists on America's Got Talent";"#7800f1"
"2007-03-23";"16379421";"ChrisInScotland";"Quick Change Artists on America's Got Talent";"#7800f1"
"2007-04-08";"16693833";"ChrisInScotland";"Quick Change Artists on America's Got Talent";"#7800f1"
"2007-11-08";"20876737";"ChrisInScotland";"Quick Change Artists on America's Got Talent";"#7800f1"
"2008-03-05";"87881143";"CLARUSBARTEL72";"CANSEI DE SER SEXY Music is My Hot Hot Sex";"#0c00f0"
"2007-01-05";"7416648";"CowSayingMoo";"shoes";"#0097ef"
"2007-03-23";"14538583";"CowSayingMoo";"shoes";"#0097ef"
"2007-04-08";"15757894";"CowSayingMoo";"shoes";"#0097ef"
"2006-11-21";"5909352";"ctcute";"hips don't lie";"#00a581"
"2006-02-18";"2294822";"DaLonStyliciouz";"NE-Yo - So Sick";"#a52c79"
"2005-12-20";"607983";"darrencharles";"Bottles Up -- The Team";"#23bf00"
"2006-02-18";"1114967";"darrencharles";"Bottles Up -- The Team";"#23bf00"
"2005-12-20";"234678";"DeKku";"Money, get a way!";"#daea00"
"2008-06-11";"92426626";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2008-09-25";"97983874";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2008-11-30";"98537897";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2009-05-29";"98217529";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2009-07-08";"98227651";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2009-10-10";"98249406";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2009-12-19";"98357258";"deuxjg";"Panda Disculpa los Malos Pensamientos ";"#ea8800"
"2007-03-23";"7553220";"diegoribas1987";"beyonce - irreplaceable";"#ea1700"
"2007-04-08";"8545434";"diegoribas1987";"beyonce - irreplaceable";"#ea1700"
"2007-11-08";"20700333";"diegoribas1987";"beyonce - irreplaceable";"#ea1700"
"2011-05-30";"158050472";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2011-12-31";"276174363";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2012-05-27";"348635631";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2012-11-17";"404352733";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2013-02-01";"421612115";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2014-09-01";"591768114";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2015-02-08";"642092551";"DonOmar";"Don Omar - Danza Kuduro ft. Lucenzo";"#f20014"
"2008-03-05";"47726571";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2008-06-11";"87756360";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2008-09-25";"91662510";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2008-11-30";"92405079";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2009-05-29";"94704328";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2009-07-08";"95782341";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2009-10-10";"96132154";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2009-12-19";"96568753";"donotasyoudo";"~YouTube Worst Video of All Time~";"#7800f1"
"2005-12-20";"234736";"drgfilms";"Somaya Reece KDAY Interview";"#0c00f0"
"2016-11-02";"1339698538";"Ed Sheeran";"Ed Sheeran - Thinking Out Loud ";"#0c00f0"
"2017-03-05";"1523763184";"Ed Sheeran";"Ed Sheeran - Thinking Out Loud ";"#0c00f0"
"2017-07-14";"1728856970";"Ed Sheeran";"Ed Sheeran - Shape of You";"#0c00f0"
"2017-07-14";"1717377665";"Ed Sheeran";"Ed Sheeran - Thinking Out Loud ";"#0c00f0"
"2017-09-21";"2379998006";"Ed Sheeran";"Ed Sheeran - Shape of You";"#0c00f0"
"2017-12-12";"2855970799";"Ed Sheeran";"Ed Sheeran - Shape of You";"#0c00f0"
"2017-12-12";"1984373940";"Ed Sheeran";"Ed Sheeran - Thinking Out Loud ";"#0c00f0"
"2019-01-09";"4005462621";"Ed Sheeran";"Ed Sheeran - Shape of You";"#0c00f0"
"2019-01-09";"2611497305";"Ed Sheeran";"Ed Sheeran - Thinking Out Loud ";"#0c00f0"
"2019-03-06";"4108550333";"Ed Sheeran";"Ed Sheeran - Shape of You";"#0c00f0"
"2006-02-18";"2791321";"eggtea";"Myspace - THE MOVIE!";"#0097ef"
"2006-04-14";"5235022";"eggtea";"Myspace - THE MOVIE!";"#0097ef"
"2006-07-07";"6824675";"eggtea";"Myspace - THE MOVIE!";"#0097ef"
"2011-05-30";"165151696";"ElektraRecords";"Bruno Mars - Grenade ";"#00a581"
"2011-12-31";"229157785";"ElektraRecords";"Bruno Mars - Grenade ";"#00a581"
"2011-12-31";"254253951";"ElektraRecords";"Bruno Mars - The Lazy Song";"#00a581"
"2016-04-30";"1082618535";"EllieGoulding";"Ellie Goulding - Love Me Like You Do ";"#a52c79"
"2010-10-29";"177154641";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2010-10-29";"138281920";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2011-05-30";"339687056";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2011-05-30";"239937439";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2011-12-31";"413586456";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2011-12-31";"301218735";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2012-05-27";"462450708";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2012-05-27";"339617198";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2012-11-17";"515219261";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2012-11-17";"374051422";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2013-02-01";"535228516";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2013-02-01";"387622016";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2014-09-01";"734595869";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2014-09-01";"538005175";"Eminem";"Eminem - Not Afraid";"#23bf00"
"2015-02-08";"807967074";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2015-08-04";"903789699";"Eminem";"Eminem - Love The Way You Lie ft. Rihanna";"#23bf00"
"2019-01-09";"2664967807";"Enrique Iglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2015-02-08";"712738103";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2015-08-04";"985198200";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2016-04-30";"1380713306";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2016-11-02";"1675344794";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2017-03-05";"1944263642";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2017-07-14";"2232445572";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2017-09-21";"2359418859";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2017-12-12";"2441527072";"EnriqueIglesias";"Enrique Iglesias - Bailando ";"#daea00"
"2006-02-18";"1791737";"faizza";"Mary J. Blige - Be Without You";"#ea8800"
"2006-02-18";"1525046";"faizza";"Pussycat Dolls feat. Will.I.Am - Beep";"#ea8800"
"2010-10-29";"105807811";"Flowgo";"Tootin' Bathtub Baby Cousins";"#ea1700"
"2011-05-30";"188243228";"Flowgo";"Tootin' Bathtub Baby Cousins";"#ea1700"
"2011-12-31";"214620919";"Flowgo";"Tootin' Bathtub Baby Cousins";"#ea1700"
"2007-11-08";"25091661";"garantiarkadas";"Tuğba Özay ve 250.000ci";"#f20014"
"2007-12-31";"25153416";"garantiarkadas";"Tuğba Özay ve 250.000ci";"#f20014"
"2016-04-30";"1307945031";"Get Movies";"Masha and The Bear";"#7800f1"
"2016-11-02";"1705281088";"Get Movies";"Masha and The Bear";"#7800f1"
"2017-03-05";"1981365366";"Get Movies";"Masha and The Bear";"#7800f1"
"2017-07-14";"2309399555";"Get Movies";"Masha and The Bear";"#7800f1"
"2017-09-21";"2475574109";"Get Movies";"Masha and The Bear";"#7800f1"
"2017-12-12";"2695380801";"Get Movies";"Masha and The Bear";"#7800f1"
"2019-01-09";"3396936191";"Get Movies";"Masha and The Bear";"#7800f1"
"2019-03-06";"3510232874";"Get Movies";"Masha and The Bear";"#7800f1"
"2012-11-17";"346500499";"gotyemusic";"Gotye - Somebody That I Used To Know";"#0c00f0"
"2013-02-01";"371044171";"gotyemusic";"Gotye - Somebody That I Used To Know";"#0c00f0"
"2014-09-01";"542397635";"gotyemusic";"Gotye - Somebody That I Used To Know";"#0c00f0"
"2005-12-20";"269574";"groovydancer";"cute lil gal";"#0097ef"
"2005-12-20";"702151";"grotesko";"WOW meets Porn";"#00a581"
"2006-07-07";"6156392";"guitar90";"guitar";"#a52c79"
"2006-08-21";"7349516";"guitar90";"guitar";"#a52c79"
"2006-11-21";"10952161";"guitar90";"guitar";"#a52c79"
"2007-01-05";"12349356";"guitar90";"guitar";"#a52c79"
"2007-03-23";"17017236";"guitar90";"guitar";"#a52c79"
"2007-04-08";"17894351";"guitar90";"guitar";"#a52c79"
"2007-11-08";"31199488";"guitar90";"guitar";"#a52c79"
"2007-12-31";"34770497";"guitar90";"guitar";"#a52c79"
"2008-03-05";"38926845";"guitar90";"guitar";"#a52c79"
"2008-11-30";"52511848";"guitar90";"guitar";"#a52c79"
"2006-07-07";"4779596";"h1dekikun";"Cascada - Everytime We Touch";"#23bf00"
"2006-08-21";"5043290";"h1dekikun";"Cascada - Everytime We Touch";"#23bf00"
"2006-07-07";"5245106";"halftime5050";"D1大整古-流 動廁所";"#daea00"
"2006-08-21";"8878541";"halftime5050";"D1大整古-流 動廁所";"#daea00"
"2009-12-19";"71695412";"Hard2beatRecords";"Basshunter : Now You're Gone";"#ea8800"
"2008-11-30";"64759312";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2009-05-29";"98548331";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2009-07-08";"106635913";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2009-10-10";"125860858";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2009-12-19";"129426144";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2010-05-22";"193066604";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2010-08-03";"215898895";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2010-10-29";"243586378";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2011-05-30";"329118011";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2011-12-31";"397136684";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2012-05-27";"456145495";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2012-11-17";"496032947";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2013-02-01";"509907812";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2014-09-01";"762870084";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2015-02-08";"810557569";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2015-08-04";"825953403";"HDCYT";"Charlie bit my finger - again !";"#ea1700"
"2007-12-31";"24669811";"hereforyou13";"High School Musical";"#f20014"
"2008-03-05";"30877692";"hereforyou13";"High School Musical";"#f20014"
"2008-11-30";"47924667";"hereforyou13";"High School Musical";"#f20014"
"2008-11-30";"50127257";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2009-07-08";"90670330";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2009-07-08";"64481513";"hollywoodrecords";"Vanessa Hudgens Say Ok Music Video ";"#7800f1"
"2009-10-10";"102452397";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2009-12-19";"103683723";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2009-12-19";"74340870";"hollywoodrecords";"Vanessa Hudgens Say Ok Music Video ";"#7800f1"
"2010-05-22";"117884017";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2010-05-22";"116320965";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2010-08-03";"127284723";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2010-08-03";"143818577";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2010-10-29";"135674329";"hollywoodrecords";"Miley Cyrus - 7 Things";"#7800f1"
"2010-10-29";"168005282";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2010-10-29";"114823325";"hollywoodrecords";"Miley Cyrus - The Climb";"#7800f1"
"2010-10-29";"94792295";"hollywoodrecords";"Vanessa Hudgens Say Ok Music Video ";"#7800f1"
"2011-05-30";"221900954";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2011-12-31";"262564527";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2012-11-17";"308708165";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2013-02-01";"317341054";"hollywoodrecords";"Miley Cyrus - Party In The U.S.A.";"#7800f1"
"2006-04-14";"3146740";"hyjeak61";"comic soccer";"#0c00f0"
"2006-07-07";"6424715";"hyjeak61";"comic soccer";"#0c00f0"
"2006-08-21";"7300194";"hyjeak61";"comic soccer";"#0c00f0"
"2007-11-08";"26755311";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2007-12-31";"38151731";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2008-03-05";"53508397";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2008-06-11";"71306788";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2008-09-25";"72004269";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2008-11-30";"73425972";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2009-07-08";"72000000";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2009-12-19";"73212658";"IMVUinc";"IMVU - www.IMVU.com";"#0097ef"
"2008-06-11";"89160731";"internmarket";"Cut Chemist feat. Hymnal What's the Altitude ";"#00a581"
"2008-09-25";"93590942";"internmarket";"Cut Chemist feat. Hymnal What's the Altitude ";"#00a581"
"2008-11-30";"93564298";"internmarket";"Cut Chemist feat. Hymnal What's the Altitude ";"#00a581"
"2007-03-23";"8675557";"j0sealan";"muffins";"#a52c79"
"2007-04-08";"9419985";"j0sealan";"muffins";"#a52c79"
"2005-12-20";"215964";"jbailey0909";"soccer violence compilation";"#23bf00"
"2006-02-18";"1816264";"jbailey0909";"soccer violence compilation";"#23bf00"
"2011-05-30";"200701476";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2011-12-31";"461870498";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2012-05-27";"544027259";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2012-11-17";"621831498";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2013-02-01";"644576188";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2014-09-01";"776980480";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2015-02-08";"807966171";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2015-08-04";"849462409";"JenniferLopez";"Jennifer Lopez - On The Floor ft. Pitbull";"#daea00"
"2006-02-18";"1018182";"jlosman";"Baywatch";"#ea8800"
"2005-12-20";"1127403";"joeB";"Cross Bar";"#ea1700"
"2006-02-18";"1449627";"joeB";"Cross Bar";"#ea1700"
"2008-11-30";"47595877";"Jonas Brothers";"Jonas Brothers - Burnin' Up";"#f20014"
"2008-11-30";"51757782";"Jonas Brothers";"Jonas Brothers - SOS Music Video";"#f20014"
"2009-07-08";"68125415";"Jonas Brothers";"Jonas Brothers - Burnin' Up";"#f20014"
"2009-07-08";"68327887";"Jonas Brothers";"Jonas Brothers - SOS Music Video";"#f20014"
"2009-12-19";"73366896";"Jonas Brothers";"Jonas Brothers - Burnin' Up";"#f20014"
"2009-12-19";"73107765";"Jonas Brothers";"Jonas Brothers - SOS Music Video";"#f20014"
"2007-11-08";"27392113";"Jonasss";"Beyonce ft. Shakira - Beautiful Liar (mv)";"#7800f1"
"2006-07-07";"27783328";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2006-08-21";"31337276";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2006-11-21";"35811644";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2007-01-05";"37781216";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2007-03-23";"44717468";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2007-04-08";"45771536";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2007-11-08";"63716039";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2007-12-31";"69829964";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2008-03-05";"77195394";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2008-06-11";"88064877";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2008-09-25";"99427197";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2008-11-30";"105748145";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2009-05-29";"120421926";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2009-07-08";"122426408";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2009-10-10";"127783349";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2009-12-19";"129088791";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2010-05-22";"142978429";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2010-08-03";"148660162";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2011-05-30";"173515217";"judsonlaipply";"Evolution of Dance";"#0c00f0"
"2010-05-22";"152839157";"Justin Bieber";"Justin Bieber - Baby ft. Ludacris";"#0097ef"
"2010-08-03";"272100612";"Justin Bieber";"Justin Bieber - Baby ft. Ludacris";"#0097ef"
"2010-10-29";"369929357";"Justin Bieber";"Justin Bieber - Baby ft. Ludacris";"#0097ef"
"2010-10-29";"97559697";"Justin Bieber";"Justin Bieber - Never Let You Go";"#0097ef"
"2010-10-29";"99299137";"Justin Bieber";"Justin Bieber - Never Say Never ft. Jaden Smith";"#0097ef"
"2011-05-30";"552833170";"Justin Bieber";"Justin Bieber - Baby ft. Ludacris";"#0097ef"
"2011-05-30";"213672879";"Justin Bieber";"Justin Bieber - Never Say Never ft. Jaden Smith";"#0097ef"
"2011-05-30";"162581009";"Justin Bieber";"Justin Bieber - Somebody To Love Remix ft. Usher";"#0097ef"
"2011-12-31";"675428876";"Justin Bieber";"Justin Bieber - Baby ft. Ludacris";"#0097ef"
"2011-12-31";"286387746";"Justin Bieber";"Justin Bieber - Never Say Never ft. Jaden Smith";"#0097ef"
